Auditorio DII-Edificio Ingeniería Industrial	Edificio Ingeniería Industrial	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-2996
S30-Edificio Escuela	Edificio Escuela	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-2997
Sala Seminario CM-edificio Química y Minas	edificio Química y Minas	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-2998
.-FCFM	FCFM	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-2999
Laboratorio Docente CM-Edificio Química	Edificio Química	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3000
Postgrado-borrar	borrar	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3001
Sala Atención Area de Inglés-Edificio Escuela	Edificio Escuela	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3002
N03-BIBLIOTECA	BIBLIOTECA	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3003
Sala Geofísica 2º Piso-Geofísica	Geofísica	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3004
Laboratorio INTA-INTA	INTA	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3005
Sala Seminario DIM 5º PISO-Edificio Computación	Edificio Computación	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3006
B208-Edificio Computación	Edificio Computación	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3007
Laboratorio de Rocas-Edificio Geología	Edificio Geología	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3008
Laboratorio de Transporte (Depto. Ing. Civil 5º piso)-Edificio Civil	Edificio Civil	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3009
Sala DII-Edificio Ingeniería Industrial	Edificio Ingeniería Industrial	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3010
Sala Seminario Depto. Ciencias de los Mat.-FCFM	FCFM	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3011
Sala Seminario Depto. Mecanica-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3012
Sala Geofisica 5º piso-Geofísica	Geofísica	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3013
C5 Beaucheff Nº 1225-FCFM	FCFM	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3014
Sala de Reuniones-Edificio Civil	Edificio Civil	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3015
